-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 6.55738e-06 6.39134e-06
-2.6375 6.55738e-06 6.39134e-06
-2.6125 6.55738e-06 6.39134e-06
-2.5875 6.55738e-06 6.39134e-06
-2.5625 0 0
-2.5375 1.31148e-05 8.79764e-06
-2.5125 1.31148e-05 8.79764e-06
-2.4875 2.62295e-05 1.49531e-05
-2.4625 1.96721e-05 1.04713e-05
-2.4375 3.27869e-05 1.5724e-05
-2.4125 2.62295e-05 1.49531e-05
-2.3875 7.86885e-05 1.94523e-05
-2.3625 0.000104918 2.38241e-05
-2.3375 0.000118033 3.06167e-05
-2.3125 0.000236066 5.04535e-05
-2.2875 0.000334426 3.986e-05
-2.2625 0.000419672 4.95939e-05
-2.2375 0.000629508 6.46492e-05
-2.2125 0.000760656 7.15926e-05
-2.1875 0.000963934 9.78237e-05
-2.1625 0.00137049 6.96905e-05
-2.1375 0.00190164 0.000124245
-2.1125 0.00241967 0.000144106
-2.0875 0.00281967 0.00018489
-2.0625 0.00368525 0.000187523
-2.0375 0.00414426 0.00020578
